SVM_1	SVM_2	SVM_3	SVM_4	SVM_5	SVM_6	SVM_7	SVM_8	SVM_9	SVM_10
FPR	FPR	FPR	FPR	FPR	FPR	FPR	FPR	FPR	FPR
0.5095180722891566	0.5301807228915664	0.4589156626506024	0.42722891566265053	0.5386144578313253	0.7051807228915661	0.5357228915662651	0.31903614457831325	0.49295180722891563	0.4735542168674698
0.00632845589718984	0.011189100257894576	0.008703933335497358	0.01073168720079197	0.008263997613378567	0.009818353123797268	0.013122440027805434	0.008033534013575733	0.010878624094346387	0.01386576355784098
0.000632845589718984	0.0011189100257894577	0.0008703933335497358	0.001073168720079197	0.0008263997613378567	0.0009818353123797268	0.0013122440027805433	0.0008033534013575733	0.0010878624094346387	0.001386576355784098
FNR	FNR	FNR	FNR	FNR	FNR	FNR	FNR	FNR	FNR
0.11379518072289158	0.10933734939759036	0.16054216867469878	0.1525301204819277	0.11487951807228917	0.049457831325301196	0.1135542168674699	0.20000000000000004	0.08006024096385542	0.13789156626506027
0.008599700899847953	0.00836352010657519	0.006992883594122828	0.005243386782406975	0.00579410354941606	0.005474640993246535	0.008449855505485262	0.007475707015657141	0.006777844672191034	0.007849607945474915
0.0008599700899847953	0.0008363520106575191	0.0006992883594122829	0.0005243386782406975	0.000579410354941606	0.0005474640993246534	0.0008449855505485262	0.0007475707015657141	0.0006777844672191033	0.0007849607945474915
TP	TP	TP	TP	TP	TP	TP	TP	TP	TP
147.11	147.85	139.35	140.68	146.93	157.79	147.15	132.8	152.71	143.11
1.4275503493747603	1.388344337691482	1.16081867662439	0.8704022058795577	0.9618211892030659	0.9087904048789247	1.4026760139105539	1.2409673645990857	1.1251222155837115	1.3030349189488362
0.14275503493747604	0.1388344337691482	0.116081867662439	0.08704022058795577	0.09618211892030659	0.09087904048789247	0.14026760139105537	0.12409673645990857	0.11251222155837115	0.1303034918948836
TN	TN	TN	TN	TN	TN	TN	TN	TN	TN
81.42	77.99	89.82	95.08	76.59	48.94	77.07	113.04	84.17	87.39
1.0505236789335115	1.8573906428104994	1.444852933692561	1.7814600753314678	1.3718236038208411	1.6298466185503468	2.1783250446157023	1.333566646253572	1.8058515996615006	2.301716750601603
0.10505236789335115	0.18573906428104994	0.1444852933692561	0.17814600753314677	0.13718236038208412	0.16298466185503468	0.21783250446157024	0.1333566646253572	0.18058515996615004	0.23017167506016029
FP	FP	FP	FP	FP	FP	FP	FP	FP	FP
84.58	88.01	76.18	70.92	89.41	117.06	88.93	52.96	81.83	78.61
1.0505236789335115	1.8573906428104994	1.444852933692561	1.7814600753314678	1.3718236038208411	1.6298466185503468	2.1783250446157023	1.333566646253572	1.8058515996615006	2.301716750601603
0.10505236789335115	0.18573906428104994	0.1444852933692561	0.17814600753314677	0.13718236038208412	0.16298466185503468	0.21783250446157024	0.1333566646253572	0.18058515996615004	0.23017167506016029
FN	FN	FN	FN	FN	FN	FN	FN	FN	FN
18.89	18.15	26.65	25.32	19.07	8.21	18.85	33.2	13.29	22.89
1.4275503493747603	1.3883443376914824	1.1608186766243898	0.8704022058795577	0.9618211892030659	0.9087904048789247	1.4026760139105539	1.2409673645990853	1.1251222155837117	1.3030349189488364
0.14275503493747604	0.13883443376914822	0.11608186766243897	0.08704022058795577	0.09618211892030659	0.09087904048789247	0.14026760139105537	0.12409673645990853	0.11251222155837118	0.13030349189488363
